timestamp	action	finding	source_url	search_query	verify_http	verify_keywords	score	keep_discard	reason
2026-06-18T15:05:29Z	verify	Physical Intelligence pi0.7 robot brain	https://techcrunch.com/2026/04/16/physical-intelligence-a-hot-robotics-startup-says-its-new-robot-brain-can-figure-out-tasks-it-was-never-taught/	Physical Intelligence pi0.7 robot brain 2026	200	2/3	5	Discard	verification_failed; HTTP 200; body_length=121772; keyword_hits=2/3
2026-06-18T15:05:29Z	verify	Physical Intelligence ~$1B raise talks	https://techcrunch.com/2026/03/27/physical-intelligence-is-reportedly-in-talks-to-raise-1-billion-again/	Physical Intelligence reportedly raise $1B valuation 2026	200	3/3	5	Keep	HTTP 200; body_length=117665; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	NEURA Robotics Series C	https://neura-robotics.com/record-series-c/	Physical AI funding June 2026 NEURA Robotics Hellbender Series C Seed	200	3/3	5	Keep	HTTP 200; body_length=168489; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	Hellbender Seed	https://hellbender.com/hellbender-secures-12-5m-seed-round-to-accelerate-domestic-manufacturing-of-physical-ai-and-launch-its-on-edge-camera-line/	Physical AI funding June 2026 NEURA Robotics Hellbender Series C Seed	200	3/3	5	Keep	HTTP 200; body_length=209528; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	Memories.ai Project LUCI	https://memories.ai/blog/project-luci-microsoft-build	Memories.ai Project LUCI visual memory robotics 2026	200	3/3	5	Keep	HTTP 200; body_length=26144; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	TwelveLabs Marengo/Pegasus	https://www.twelvelabs.io/product/models-overview	TwelveLabs Marengo Pegasus video foundation model 2026	200	3/3	5	Keep	HTTP 200; body_length=199463; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	General Intuition	https://www.generalintuition.com/	General Intuition spatial temporal agents seed 2025 2026	200	3/3	5	Keep	HTTP 200; body_length=38049; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	Rerun Physical AI data layer	https://rerun.io/docs/overview/what-is-rerun	Rerun Physical AI data layer robotics 2026	200	3/3	5	Keep	HTTP 200; body_length=102251; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	NVIDIA Cosmos 3	https://blogs.nvidia.com/blog/cosmos-3-physical-ai-open-world-foundation-model/	NVIDIA Cosmos 3 world foundation model Physical AI 2026	200	3/3	5	Keep	HTTP 200; body_length=51631; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	World Labs World API	https://www.worldlabs.ai/blog/announcing-the-world-api	World Labs World API 3D worlds 2026 Marble	200	3/3	5	Keep	HTTP 200; body_length=47867; keyword_hits=3/3
2026-06-18T15:05:29Z	verify	Google DeepMind Genie 3	https://deepmind.google/blog/genie-3-a-new-frontier-for-world-models/	Google DeepMind Genie 3 world model 2026	200	3/3	5	Keep	HTTP 200; body_length=35948; keyword_hits=3/3
